BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
82,900 MM ADDON BRANCH,20.0,NOS,tee,width:900mm,HDG,,900 MM OUTSIDE RISER,10.0,NOS,81.57,815.7,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=tee, Vendor=Outside Riser","This item is an outside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 900mm and is manufactured by METAR. The quantity, unit price, and total price are clearly specified in the quotation."
83,750 MM ADDON BRANCH,20.0,NOS,tee,width:750mm,HDG,,750 MM OUTSIDE RISER,10.0,NOS,69.69,696.9,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=tee, Vendor=Outside Riser","This item is an outside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 750mm and is manufactured by METAR brand."
84,600 MM ADDON BRANCH,20.0,NOS,tee,width:600mm,HDG,,600 MM OUTSIDE RISER,10.0,NOS,57.81,578.1,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=tee, Vendor=Outside Riser","This item is an outside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 600mm and is manufactured by METAR. The quantity, unit price, and total price are clearly specified in the quotation."
85,450 MM ADDON BRANCH,20.0,NOS,Branch,width:450mm,null,,450 MM OUTSIDE RISER,10.0,NOS,45.93,459.3,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Branch, Vendor=Outside Riser","This item is an outside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 450mm and is manufactured by METAR."
86,300 MM ADDON BRANCH,20.0,NOS,Branch,width:300mm,null,,300 MM OUTSIDE RISER,10.0,NOS,25.54,255.4,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Branch, Vendor=Outside Riser","This item is an outside riser, which is an accessory for cable tray systems. It's used to route cables vertically along the outside of a structure. The width is specified as 300mm, which is a standard size for cable management systems."
87,225 MM ADDON BRANCH,20.0,NOS,Addon Branch,width:225mm,null,,225 MM OUTSIDE RISER,10.0,NOS,21.08,210.8,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Addon Branch, Vendor=Outside Riser","This item is an outside riser, which is typically used in cable tray systems to transition cables from one level to another. It has a width of 225mm and is manufactured by METAR."
88,150 MM ADDON BRANCH,20.0,NOS,Branch,width:150mm,null,,150 MM OUTSIDE RISER,10.0,NOS,16.63,166.3,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Branch, Vendor=Outside Riser","This item is an outside riser, which is typically used in cable tray systems to transition cables from one level to another. It has a width of 150mm and is manufactured by METAR."
89,100 MM ADDON BRANCH,20.0,NOS,tee,width:100mm,null,,100 MM OUTSIDE RISER,10.0,NOS,13.66,136.6,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=tee, Vendor=Outside Riser","This item is an outside riser, which is typically used in cable tray systems to transition cables from one level to another. It has a width of 100mm and is manufactured by METAR."
90,900X50 MM FISH PLATE,50.0,NOS,Fish Plate,"width:900mm, height:50mm",null,,900 MM ADDON BRANCH,20.0,NOS,54.38,1087.6,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=20.0; Type mismatch: BOQ=Fish Plate, Vendor=addon branch",This item is a 900 MM wide addon branch for a cable tray system. It's likely used to create additional pathways or extensions in an existing cable tray installation.
91,750X50 MM FISH PLATE,50.0,NOS,Fish plate,"length:750mm, width:50mm",null,,50 MM OUTSIDE RISER,10.0,NOS,10.69,106.9,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=10.0; Type mismatch: BOQ=Fish plate, Vendor=Outside Riser","This item is an outside riser, which is typically used in cable tray systems to transition cables from one level to another. It has a width of 50mm and is manufactured by METAR."
92,600X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:600mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
93,450X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:450mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
94,300X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:300mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
95,225X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:225mm, height:50mm",null,,225 MM INSIDE RISER,10.0,NOS,21.08,210.8,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=10.0; Type mismatch: BOQ=Fish plate, Vendor=riser","This item is a 225mm inside riser, which is likely an accessory for a cable tray system. It's used to manage vertical cable runs or transitions."
96,150X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:150mm, height:50mm",null,,225X150 MM STRAIGHT REDUCER,10.0,NOS,21.08,210.8,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=10.0; Type mismatch: BOQ=Fish plate, Vendor=straight reducer","This item is a straight reducer for cable trays, used to transition between different tray sizes. It's manufactured by METAR and has dimensions of 225mm x 150mm."
97,100X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:100mm, height:50mm",null,,100 MM INSIDE RISER,10.0,NOS,13.66,136.6,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=10.0; Type mismatch: BOQ=Fish plate, Vendor=riser","This item is a 100mm inside riser, which is likely an accessory for a cable tray system. It's used to manage vertical cable runs or transitions."
98,CABLE TRAY FLANGE,100.0,NOS,Cable Tray Flange,,HDG,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
99,CABLE TRAY END CAP,100.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
100,CABLE TRAY COUPLER,10000.0,NOS,accessory,,null,,100MM TRUNKING COUPLER,1500.0,NOS,2.0,3000.0,METAR,,0.80,✓ GOOD,"Qty variance: BOQ=10000.0, Vendor=1500.0","This item is a trunking coupler, which is an accessory used to join sections of cable trunking. It has a width of 100mm and is manufactured by METAR."
101,CABLE TRAY COUPLER WRAP OVER,1000.0,NOS,Cable Tray Accessory,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
102,CABLE TRAY EARTH STRIP,20000.0,NOS,Cable tray earth strip,,GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
103,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,NOS,expansion coupler,height:50mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
1,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr,cable trunking,"width:150mm, height:150mm, thickness:1.5mm, length:3m",GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
2,100X100 MM CABLE TRUNKING 1.2MM THICKNESS,100.0,Mtr,cable trunking,"width:100mm, height:100mm, thickness:1.2mm, length:3m",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
3,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr,cable trunking,"width:75mm, height:75mm, thickness:1.0mm, length:3m",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
4,50X50 MM CABLE TRUNKING 1.0MM THICKNESS,50.0,Mtr,cable trunking,"width:50mm, height:50mm, thickness:1.0mm, length:3m",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
5,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,150 MM ADDON BRANCH,20.0,NOS,13.06,261.2,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Addon Branch",This item is an addon branch for a cable tray system. It's a component used to create additional pathways or connections in a cable management setup. The width of 150 MM suggests it's designed to match or connect with cable trays of similar dimensions.
6,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:100mm, height:100mm",null,,100 MM ADDON BRANCH,20.0,NOS,11.08,221.6,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee, Vendor=Addon Branch","This item is an addon branch for a cable tray system, likely used to create additional pathways or connections in the cable management setup."
7,75X75 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
8,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:50mm, height:50mm",null,,750X50 MM FISH PLATE,50.0,NOS,23.23,1161.5,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; Type mismatch: BOQ=Equal Tee, Vendor=Fish Plate","This item is a fish plate, which is an accessory used in cable tray systems to join sections of cable trays. It has specific dimensions of 750mm x 50mm and is manufactured by METAR."
9,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:150mm, height:150mm",null,,150 MM ADDON BRANCH,20.0,NOS,13.06,261.2,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Addon Branch",This item is an addon branch for a cable tray system. It's a component used to create additional pathways or connections in a cable management setup. The width of 150 MM suggests it's designed to match or connect with cable trays of similar dimensions.
10,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:100mm, height:100mm",null,,100 MM ADDON BRANCH,20.0,NOS,11.08,221.6,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Addon Branch","This item is an addon branch for a cable tray system, likely used to create additional pathways or connections in the cable management setup."
11,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,Equal Tee with Top Lid,"width:75mm, height:75mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
12,50X50 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:50mm, height:50mm",null,,750X50 MM FISH PLATE,50.0,NOS,23.23,1161.5,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; Type mismatch: BOQ=tee, Vendor=Fish Plate","This item is a fish plate, which is an accessory used in cable tray systems to join sections of cable trays. It has specific dimensions of 750mm x 50mm and is manufactured by METAR."
13,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
14,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
15,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
16,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,225X50 MM FISH PLATE,50.0,NOS,7.02,351.0,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; Type mismatch: BOQ=bend, Vendor=Fish Plate","This item is a fish plate, which is an accessory used in cable tray systems to join sections of cable trays. It has specific dimensions of 225mm x 50mm and is manufactured by METAR."
17,150X150 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
18,100X100 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
19,75X75 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
20,50X50 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,NOS,5.0,500.0,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=100.0; Type mismatch: BOQ=bend, Vendor=cable tray expansion coupler","This item is a cable tray expansion coupler, which is an accessory used to join sections of cable tray while allowing for thermal expansion and contraction. It has a height of 50mm and is manufactured by METAR."
21,150X150MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm to 100mm, height:150mm to 100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
22,150X100MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm, height:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
23,100X100MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
24,75X75MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:75mm, height:75mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
25,100X100MM TO 75X75 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING 1.2MM THICKNESS- - 3 METER LENGTH,100.0,Lth,48.15,4815.0,METAR,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=100.0; UOM mismatch: BOQ=NOS, Vendor=Lth; Type mismatch: BOQ=reducer, Vendor=cable trunking","This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 100x100mm, is made of 1.2mm thick material, and comes in 3-meter lengths. The brand is METAR."
26,150X150X100 UNEQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:100mm",null,,150X150 MM CABLE TRUNKING 1.5MM THICKNESS- - 3 METER LENGTH,50.0,Lth,87.55,4377.5,METAR,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; UOM mismatch: BOQ=NOS, Vendor=Lth; Type mismatch: BOQ=tee, Vendor=cable trunking","This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 150mm x 150mm, with a thickness of 1.5mm and comes in 3-meter lengths. The brand is METAR."
27,100X100X50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:50mm",HDG,,100X100 MM CABLE TRUNKING 1.2MM THICKNESS- - 3 METER LENGTH,100.0,Lth,48.15,4815.0,METAR,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=100.0; UOM mismatch: BOQ=NOS, Vendor=Lth; Type mismatch: BOQ=tee, Vendor=cable trunking","This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 100x100mm, is made of 1.2mm thick material, and comes in 3-meter lengths. The brand is METAR."
28,75X75X50 UNEQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm, length:50mm",null,,75X75 MM CABLE TRUNKING 1.0MM THICKNESS- - 3 METER LENGTH,20.0,Lth,31.0,620.0,METAR,,0.65,✓ GOOD,"UOM mismatch: BOQ=NOS, Vendor=Lth; Type mismatch: BOQ=tee, Vendor=cable trunking","This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 75x75mm, is 3 meters long, and has a thickness of 1.0mm. The brand is METAR."
29,100x50x50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:50mm, length:50mm",null,,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,19.26,385.2,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable trunking equal tee, which is a T-shaped junction for cable management systems. It has equal dimensions on all sides (100x100 mm) and is used to branch cables in multiple directions."
30,100X100X75 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:75mm",HDG,,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,19.26,385.2,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable trunking equal tee, which is a T-shaped junction for cable management systems. It has equal dimensions on all sides (100x100 mm) and is used to branch cables in multiple directions."
31,150X150X100X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,35.02,700.4,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable trunking equal tee, which is a T-shaped junction used in cable management systems. It has equal dimensions on all sides (150mm x 150mm) and is used to branch cables in multiple directions."
32,150X150X150X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:150mm",null,,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,35.02,700.4,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Cable Trunking Equal Tee Top Lid","This item is a cable trunking accessory, specifically an equal tee with a top lid. It's used in cable management systems to create T-shaped junctions in cable trunking runs. The dimensions indicate it's for a 150mm x 150mm trunking system."
33,50MM TRUNKING COUPLER,20.0,NOS,accessory,width:50mm,null,,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,8.75,175.0,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=accessory, Vendor=tee","This item is a 50x50 mm cable trunking equal tee, which is a T-shaped connector used in cable management systems to join cable trunking sections at right angles."
34,75MM TRUNKING COUPLER,1500.0,NOS,Trunking Coupler,width:75mm,null,,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,12.4,248.0,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=Trunking Coupler, Vendor=Cable trunking equal tee top lid","This item is a cable trunking component, specifically an equal tee with a top lid. It's used in cable management systems to create T-shaped junctions in cable trunking installations. The dimensions indicate it's for a 75mm x 75mm trunking system."
35,100MM TRUNKING COUPLER,1500.0,NOS,coupler,width:100mm,null,,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,19.26,385.2,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=coupler, Vendor=tee","This item is a cable trunking equal tee with a top lid, used for cable management systems. It has dimensions of 100x100 mm and is manufactured by METAR."
36,150MM TRUNKING COUPLER,1500.0,NOS,accessory,width:150mm,null,,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,26.26,525.2,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=accessory, Vendor=cable trunking bend","This item is a 45-degree bend for a cable trunking system, with dimensions of 150mm x 150mm. It's used to change the direction of cable trays in electrical installations."
37,150X150 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,26.26,525.2,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=cable trunking bend","This item is a 45-degree bend for a cable trunking system, with dimensions of 150mm x 150mm. It's used to change the direction of cable trays in electrical installations."
38,100X100 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,14.44,288.8,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=cable trunking bend","This item is a 45-degree bend for a cable trunking system, with dimensions of 100mm x 100mm. It's used to change the direction of cable trays in electrical installations."
39,75X75 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,9.3,186.0,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=cable trunking bend","This item is a 45-degree bend for a cable trunking system, with dimensions of 75x75mm. It's used in cable management systems to change the direction of cable runs at a 45-degree angle."
40,50X50 MM CABLE TRUNKING EXPANSION COUPLER,100.0,NOS,cable trunking expansion coupler,"width:50mm, height:50mm",null,,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,6.56,131.2,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=100.0, Vendor=20.0; Type mismatch: BOQ=cable trunking expansion coupler, Vendor=cable trunking bend",This item is a 45-degree bend for a 50x50mm cable trunking system. It's used to change the direction of cable trays in electrical installations.
41,CABLE TRUNKING END CAP,500.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
42,CABLE TRUNKING EARTH STRIP,5000.0,NOS,Earth Strip,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
