BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
60,225X150 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:225mm, height:150mm",null,,"STRAIGHT REDUCER FOR 225X50-150X50MM CABLE TRAY, 1.5MM THK - HDG",10.0,NOS,22.8,228.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=straight reducer, Vendor=Straight Reducer","This item is a straight reducer for cable trays, used to transition between two different tray sizes (225x50mm to 150x50mm). It's made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm, which provides corrosion resistance and durability."
61,150X100 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:150mm, height:100mm",null,,"STRAIGHT REDUCER FOR 150X50-100X50MM CABLE TRAY, 1.5MM THK - HDG",10.0,NOS,17.808,178.08,,,0.75,✓ GOOD,"Type mismatch: BOQ=straight reducer, Vendor=Straight Reducer","This item is a straight reducer for cable trays, used to transition between different tray sizes. It reduces from 150x50mm to 100x50mm, is made of HDG (Hot-Dip Galvanized) material, and has a thickness of 1.5mm."
62,900 MM INSIDE RISER,10.0,NOS,riser,width:900mm,null,,"INSIDE RISER 90° FOR 900X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,86.52,865.2,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a cable tray system. It has specific dimensions and is made of hot-dip galvanized (HDG) material."
63,750 MM INSIDE RISER,10.0,NOS,cable tray riser,width:750mm,null,,"INSIDE RISER 90° FOR 750X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,75.36,753.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable tray riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a cable tray system. It has specific dimensions (750mm x 50mm) and is made of 2.0mm thick Hot Dip Galvanized (HDG) material. It's used to create a vertical transition in cable tray routing, typically at corners or when changing elevation."
64,600 MM INSIDE RISER,10.0,NOS,riser,width:600mm,null,,"INSIDE RISER 90° FOR 600X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,64.2,642.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 600x50mm cable tray. It is made of hot-dip galvanized (HDG) material with a thickness of 2.0mm. It's a specialized component used in cable management systems to facilitate vertical cable runs with a right-angle turn."
65,450 MM INSIDE RISER,10.0,NOS,riser,width:450mm,null,,"INSIDE RISER 90° FOR 450X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,52.824,528.24,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 450x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 2.0mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
66,300 MM INSIDE RISER,10.0,NOS,riser,width:300mm,null,,"INSIDE RISER 90° FOR 300X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,36.42,364.2,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 300x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's used in cable management systems to facilitate vertical cable routing with a right-angle turn."
67,225 MM INSIDE RISER,10.0,NOS,riser,width:225mm,null,,"INSIDE RISER 90° FOR 225X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,32.136,321.36,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 225x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
68,200 MM INSIDE RISER,10.0,NOS,riser,width:200mm,null,,"INSIDE RISER 90° FOR 200X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,31.128,311.28,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 200x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
69,150 MM INSIDE RISER,10.0,NOS,riser,width:150mm,null,,"INSIDE RISER 90° FOR 150X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,28.248,282.48,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 150x50mm cable tray. It is made of HDG (Hot Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable tray systems to change the direction of cables vertically at a right angle while maintaining proper support and protection."
70,100 MM INSIDE RISER,10.0,NOS,riser,width:100mm,null,,"INSIDE RISER 90° FOR 100X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,24.66,246.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser 90°","This item is an inside riser with a 90-degree angle, designed for a 100x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
71,900 MM OUTSIDE RISER,10.0,NOS,riser,width:900mm,null,,"OUTSIDE RISER 90° FOR 900X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,75.36,753.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 900x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 2.0mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
72,750 MM OUTSIDE RISER,10.0,NOS,riser,width:750mm,null,,"OUTSIDE RISER 90° FOR 750X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,66.084,660.84,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree bend for a cable tray system. It is designed for a 750mm wide by 50mm high cable tray, made of 2.0mm thick hot-dip galvanized (HDG) material. It's used to route cables vertically along the outside of a structure while making a 90-degree turn."
73,600 MM OUTSIDE RISER,10.0,NOS,riser,width:600mm,null,,"OUTSIDE RISER 90° FOR 600X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,56.688,566.88,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 600x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 2.0mm. It's an accessory used in cable management systems to facilitate vertical cable runs with a right-angle turn."
74,450 MM OUTSIDE RISER,10.0,NOS,riser,width:450mm,null,,"OUTSIDE RISER 90° FOR 450X50MM CABLE TRAY, 2.0MM THK -HDG",10.0,NOS,47.124,471.24,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree bend for a cable tray system. It is designed for a 450x50mm cable tray, made of 2.0mm thick hot-dip galvanized (HDG) material. It's a specialized component used in cable management systems to route cables vertically while maintaining the required bend radius."
75,300 MM OUTSIDE RISER,10.0,NOS,riser,width:300mm,null,,"OUTSIDE RISER 90° FOR 300X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,33.12,331.2,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 300x50mm cable tray. It is made of hot-dip galvanized (HDG) material with a thickness of 1.5mm. It's used in cable management systems to facilitate vertical cable runs with a right-angle turn."
76,225 MM OUTSIDE RISER,10.0,NOS,riser,width:225mm,null,,"OUTSIDE RISER 90° FOR 225X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,30.312,303.12,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree bend for a cable tray system. It is designed for a 225x50mm cable tray, made of 1.5mm thick hot-dip galvanized (HDG) material. It's a specialized component used in cable management systems to route cables vertically while maintaining the required bend radius."
77,200 MM OUTSIDE RISER,10.0,NOS,riser,width:200mm,null,,"OUTSIDE RISER 90° FOR 200X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,29.484,294.84,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 200x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable routing with a right-angle turn."
78,150 MM OUTSIDE RISER,10.0,NOS,riser,width:150mm,null,,"OUTSIDE RISER 90° FOR 150X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,26.496,264.96,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 150x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable runs with a right-angle turn."
79,100 MM OUTSIDE RISER,10.0,NOS,riser,width:100mm,null,,"OUTSIDE RISER 90° FOR 100X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,23.508,235.08,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser, which is a 90-degree bend or elbow for a cable tray system. It's designed for a 100x50mm cable tray, made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's used to change the direction of cable trays in vertical risers or outside corners."
80,75 MM OUTSIDE RISER,10.0,NOS,riser,width:75mm,null,,"OUTSIDE RISER 90° FOR 75X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,22.008,220.08,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 75x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to facilitate vertical cable runs with a right-angle turn."
81,50 MM OUTSIDE RISER,10.0,NOS,riser,width:50mm,null,,"OUTSIDE RISER 90° FOR 50X50MM CABLE TRAY, 1.5MM THK -HDG",10.0,NOS,20.52,205.2,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Outside Riser 90°","This item is an outside riser with a 90-degree angle, designed for a 50x50mm cable tray. It is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm. It's an accessory used in cable management systems to route cables vertically along the outside of a structure."
82,900 MM ADDON BRANCH,20.0,NOS,tee,width:900mm,HDG,,"ADD ON BRANCH TEE FOR 900X50MM CABLE TRAY, 2.0MM THK -HDG",20.0,NOS,61.272,1225.44,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a 900mm wide by 50mm high cable tray setup. The branch tee is made of 2.0mm thick hot-dip galvanized (HDG) material, which provides corrosion resistance."
83,750 MM ADDON BRANCH,20.0,NOS,tee,width:750mm,HDG,,"ADD ON BRANCH TEE FOR 750X50MM CABLE TRAY, 2.0MM THK -HDG",20.0,NOS,53.196,1063.92,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a cable tray setup, allowing for branching of the cable route. The tee is sized for a 750mm wide by 50mm high cable tray and is made of 2.0mm thick hot-dip galvanized (HDG) material for corrosion resistance."
84,600 MM ADDON BRANCH,20.0,NOS,tee,width:600mm,HDG,,"ADD ON BRANCH TEE FOR 600X50MM CABLE TRAY, 2.0MM THK -HDG",20.0,NOS,45.144,902.88,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a 600x50mm cable tray setup. The branch tee is made of HDG (Hot-Dip Galvanized) material with a thickness of 2.0mm, providing durability and corrosion resistance."
85,450 MM ADDON BRANCH,20.0,NOS,Branch,width:450mm,null,,"ADD ON BRANCH TEE FOR 450X50MM CABLE TRAY, 2.0MM THK -HDG",20.0,NOS,39.192,783.84,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Add-on Branch Tee","This item is an add-on branch tee, which is an accessory for a cable tray system. It is designed to fit a 450x50mm cable tray and is made of 2.0mm thick hot-dip galvanized (HDG) material. The branch tee allows for creating T-junctions in the cable tray system, enabling cables to be routed in different directions."
86,300 MM ADDON BRANCH,20.0,NOS,Branch,width:300mm,null,,"ADD ON BRANCH TEE FOR 300X50MM CABLE TRAY, 1.5MM THK -HDG",20.0,NOS,25.62,512.4,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a 300x50mm cable tray setup. The tee is made of hot-dip galvanized (HDG) material with a thickness of 1.5mm, providing corrosion resistance and durability for electrical cable management systems."
87,225 MM ADDON BRANCH,20.0,NOS,Addon Branch,width:225mm,null,,"ADD ON BRANCH TEE FOR 225X50MM CABLE TRAY, 1.5MM THK -HDG",20.0,NOS,22.056,441.12,,,0.75,✓ GOOD,"Type mismatch: BOQ=Addon Branch, Vendor=Add-on Branch Tee","This item is an add-on branch tee, which is an accessory for a cable tray system. It's designed to create a T-junction in the cable tray setup, allowing for branching of cables. The tee is sized for a 225x50mm cable tray, made of 1.5mm thick hot-dip galvanized (HDG) material for corrosion resistance."
88,150 MM ADDON BRANCH,20.0,NOS,Branch,width:150mm,null,,"ADD ON BRANCH TEE FOR 150X50MM CABLE TRAY, 1.5MM THK -HDG",20.0,NOS,18.504,370.08,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a 150x50mm cable tray setup. The tee is made of HDG (Hot-Dip Galvanized) material with a thickness of 1.5mm, providing corrosion resistance and durability for electrical cable management systems."
89,100 MM ADDON BRANCH,20.0,NOS,tee,width:100mm,null,,"ADD ON BRANCH TEE FOR 100X50MM CABLE TRAY, 1.5MM THK -HDG",20.0,NOS,16.944,338.88,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Branch Tee","This item is an add-on branch tee for a cable tray system. It's designed to create a T-junction in a 100x50mm cable tray setup. The branch tee is made of Hot-Dip Galvanized (HDG) material with a thickness of 1.5mm, providing corrosion resistance and durability for electrical cable management systems."
90,900X50 MM FISH PLATE,50.0,NOS,Fish Plate,"width:900mm, height:50mm",null,,"FISH PLATE FOR 900MM CABLE TRAY, 2.0MM THK -HDG W/O HWRS.",50.0,NOS,16.188,809.4,,,0.75,✓ GOOD,"Type mismatch: BOQ=Fish Plate, Vendor=Fish plate","This item is a fish plate, which is an accessory used to join sections of cable tray. It is designed for a 900mm wide cable tray, made of 2.0mm thick hot-dip galvanized (HDG) material, and does not include hardware."
91,750X50 MM FISH PLATE,50.0,NOS,Fish plate,"length:750mm, width:50mm",null,,"FISH PLATE FOR 600MM CABLE TRAY, 2.0MM THK -HDG W/O HWRS.",50.0,NOS,12.72,636.0,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable trays. It is designed for a 600mm wide cable tray, made of 2.0mm thick hot-dip galvanized (HDG) material, and does not include hardware."
92,600X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:600mm, height:50mm",null,,"FISH PLATE FOR 600MM CABLE TRAY, 2.0MM THK -HDG W/O HWRS.",50.0,NOS,12.72,636.0,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable trays. It is designed for a 600mm wide cable tray, made of 2.0mm thick hot-dip galvanized (HDG) material, and does not include hardware."
93,450X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:450mm, height:50mm",null,,"FISH PLATE FOR 450MM CABLE TRAY, 2.0MM THK -HDG W/O HWRS.",50.0,NOS,10.728,536.4,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable tray. It is designed for a 450mm cable tray, made of HDG (Hot-Dip Galvanized) material, and does not include hardware."
94,300X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:300mm, height:50mm",null,,"FISH PLATE FOR 300MM CABLE TRAY, 1.5MM THK -HDG W/O HWRS.",50.0,NOS,7.5,375.0,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable trays. It is designed for a 300mm cable tray, made of hot-dip galvanized (HDG) material, with a thickness of 1.5mm. The item is sold without hardware (fasteners)."
95,225X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:225mm, height:50mm",null,,"FISH PLATE FOR 225MM CABLE TRAY, 1.5MM THK -HDG W/O HWRS.",50.0,NOS,6.528,326.4,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable tray. It is designed for a 225mm cable tray, made of HDG (Hot-Dip Galvanized) material, with a thickness of 1.5mm. The fish plate is supplied without hardware (fasteners)."
96,150X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:150mm, height:50mm",null,,"FISH PLATE FOR 150MM CABLE TRAY, 1.5MM THK -HDG W/O HWRS.",50.0,NOS,5.532,276.6,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable trays. It is designed for 150mm cable trays, made of hot-dip galvanized (HDG) material, and has a thickness of 1.5mm. It is supplied without hardware (fasteners)."
97,100X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:100mm, height:50mm",null,,"FISH PLATE FOR 150MM CABLE TRAY, 1.5MM THK -HDG W/O HWRS.",50.0,NOS,5.532,276.6,,,1.00,✅ EXCELLENT,None,"This item is a fish plate, which is an accessory used to join sections of cable trays. It is designed for 150mm cable trays, made of hot-dip galvanized (HDG) material, and has a thickness of 1.5mm. It is supplied without hardware (fasteners)."
98,CABLE TRAY FLANGE,100.0,NOS,Cable Tray Flange,,HDG,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
99,CABLE TRAY END CAP,100.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
100,CABLE TRAY COUPLER,10000.0,NOS,accessory,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
101,CABLE TRAY COUPLER WRAP OVER,1000.0,NOS,Cable Tray Accessory,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
102,CABLE TRAY EARTH STRIP,20000.0,NOS,Cable tray earth strip,,GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
103,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,NOS,expansion coupler,height:50mm,null,,EXPANSION COUPLER FOR 50MM(H) CABLE TRAY HDG W/O HWRS.,100.0,NOS,2.46,246.0,,,1.00,✅ EXCELLENT,None,This item is an expansion coupler used for connecting 50mm high cable trays. It is made of HDG (Hot-Dip Galvanized) material and does not include hardware.
1,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr,cable trunking,"width:150mm, height:150mm, thickness:1.5mm, length:3m",GI,,"GI TRUNKING 150X150X1.5MM THK. X 3 MTR. LTH. C/W COVER, COUPLER",50.0,NOS,167.184,8359.2,,,0.65,✓ GOOD,"UOM mismatch: BOQ=Mtr, Vendor=NOS; Type mismatch: BOQ=cable trunking, Vendor=cable tray","This item is a galvanized iron (GI) cable trunking system. It's a type of cable tray used for organizing and protecting electrical cables. The trunking has a square cross-section of 150x150mm, is 1.5mm thick, and comes in 3-meter lengths. It includes a cover for cable protection and a coupler for connecting multiple sections."
2,100X100 MM CABLE TRUNKING 1.2MM THICKNESS,100.0,Mtr,cable trunking,"width:100mm, height:100mm, thickness:1.2mm, length:3m",null,,"GI TRUNKING 100X100X1.2MM THK. X 3 MTR. LTH. C/W COVER, COUPLER",100.0,NOS,95.484,9548.4,,,0.65,✓ GOOD,"UOM mismatch: BOQ=Mtr, Vendor=NOS; Type mismatch: BOQ=cable trunking, Vendor=cable tray","This item is a galvanized iron (GI) cable trunking system. It includes the main trunking section, a cover, and a coupler. The trunking has a square cross-section of 100x100mm, is 1.2mm thick, and comes in 3-meter lengths. It's sold as a complete unit (NOS) including all components."
3,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr,cable trunking,"width:75mm, height:75mm, thickness:1.0mm, length:3m",null,,"GI TRUNKING 75X75X1.0MM THK. X 3 MTR. LTH. C/W COVER, COUPLER",20.0,NOS,64.404,1288.08,,,0.65,✓ GOOD,"UOM mismatch: BOQ=Mtr, Vendor=NOS; Type mismatch: BOQ=cable trunking, Vendor=cable tray",This item is a GI (Galvanized Iron) cable trunking system with cover and coupler. It's essentially a type of cable tray used for organizing and protecting electrical cables.
4,50X50 MM CABLE TRUNKING 1.0MM THICKNESS,50.0,Mtr,cable trunking,"width:50mm, height:50mm, thickness:1.0mm, length:3m",null,,"GI TRUNKING 50X50X1.0MM THK. X 3 MTR. LTH. C/W COVER, COUPLER",50.0,NOS,46.68,2334.0,,,0.65,✓ GOOD,"UOM mismatch: BOQ=Mtr, Vendor=NOS; Type mismatch: BOQ=cable trunking, Vendor=cable tray","This item is a GI (Galvanized Iron) cable trunking system. It's a type of cable tray used for organizing and protecting electrical cables. The trunking has dimensions of 50x50mm with a thickness of 1.0mm and comes in 3-meter lengths. It includes a cover and coupler, which are essential components for a complete trunking system."
5,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,"TOP LID TEE FOR 150X150MM GI TRUNKING, 1.5MM THK.",20.0,NOS,30.576,611.52,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Top Lid Tee","This item is a top lid tee, which is an accessory for a 150x150mm GI (Galvanized Iron) trunking system. It's used to cover the junction where three sections of trunking meet at a T-intersection, providing protection and a finished appearance."
6,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:100mm, height:100mm",null,,"TOP LID TEE FOR 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,21.3,426.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee, Vendor=Top Lid Tee",This item is a top lid tee for a 100x100mm galvanized iron (GI) trunking system. It has a thickness of 1.2mm and is used as a T-shaped junction cover in cable management systems.
7,75X75 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm",null,,"TOP LID TEE FOR 75X75MM GI TRUNKING, 1.0MM THK.",20.0,NOS,15.54,310.8,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Top Lid Tee",This item is a top lid tee fitting for a 75x75mm galvanized iron (GI) trunking system. It has a thickness of 1.0mm and is used to cover and connect trunking sections at T-junctions.
8,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:50mm, height:50mm",null,,"TOP LID TEE FOR 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,12.588,251.76,,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee, Vendor=Top Lid Tee",This item is a top lid tee for a 50x50mm galvanized iron (GI) trunking system. It has a thickness of 1.0mm and is used as a T-shaped cover or junction piece in cable management systems.
9,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:150mm, height:150mm",null,,"TOP LID TEE FOR 150X150MM GI TRUNKING, 1.5MM THK.",20.0,NOS,30.576,611.52,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Top Lid Tee","This item is a top lid tee, which is an accessory for a 150x150mm GI (Galvanized Iron) trunking system. It's used to cover and protect the tee junction in a cable tray system, providing a neat and safe installation."
10,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:100mm, height:100mm",null,,"TOP LID TEE FOR 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,21.3,426.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Top Lid Tee","This item is a Top Lid Tee, which is a type of accessory for a 100x100mm GI (Galvanized Iron) trunking system. It has a thickness of 1.2mm and is used to cover and connect trunking sections at T-junctions."
11,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,Equal Tee with Top Lid,"width:75mm, height:75mm",null,,"TOP LID TEE FOR 75X75MM GI TRUNKING, 1.0MM THK.",20.0,NOS,15.54,310.8,,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee with Top Lid, Vendor=Top Lid Tee","This item is a top lid tee, which is an accessory for a 75x75mm galvanized iron (GI) trunking system. It has a thickness of 1.0mm and is used to cover and connect trunking sections at T-junctions."
12,50X50 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:50mm, height:50mm",null,,"TOP LID TEE FOR 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,12.588,251.76,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Top Lid Tee",This item is a top lid tee fitting for a 50x50mm galvanized iron (GI) trunking system. It has a thickness of 1.0mm and is used to cover and connect trunking sections at T-junctions.
13,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,"45° TOP LID BEND FOR 150X150MM GI TRUNKING, 1.5MM THK.",20.0,NOS,27.048,540.96,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Top Lid Bend","This item is a 45-degree top lid bend for a galvanized iron (GI) trunking system. It is designed to cover and change the direction of a 150x150mm trunking at a 45-degree angle. The bend is made of 1.5mm thick GI material, which provides durability and corrosion resistance."
14,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,"45° TOP LID BEND FOR 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,18.648,372.96,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Top Lid Bend","This item is a 45-degree top lid bend for a galvanized iron (GI) trunking system. It is designed to cover and protect the top of a 45-degree bend in a 100x100mm trunking system. The material thickness is 1.2mm, which provides durability and protection for the enclosed cables or wires."
15,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,"45° TOP LID BEND FOR 75X75MM GI TRUNKING, 1.0MM THK.",20.0,NOS,12.708,254.16,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Top Lid Bend",This item is a 45-degree top lid bend for a galvanized iron (GI) trunking system. It has dimensions of 75x75mm and is made of 1.0mm thick material. It's an accessory used in cable management systems to create a 45-degree turn in the top cover of a trunking system.
16,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,"45° TOP LID BEND FOR 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,10.356,207.12,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Top Lid Bend",This item is a 45-degree top lid bend for a GI (Galvanized Iron) trunking system. It's designed to cover and change direction of a 50x50mm trunking at a 45-degree angle.
