BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
70,100 MM INSIDE RISER,10.0,NOS,riser,width:100mm,null,,TRAY 90 DEG INSIDE RISER 100X50X1.5MM,10.0,NOS,13.0,130.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree inside riser bend for a cable tray system. It has specific dimensions and is likely made of galvanized iron (GI) material, which is common for cable trays."
71,900 MM OUTSIDE RISER,10.0,NOS,riser,width:900mm,null,,TRAY 90 DEG OUTSIDE RISER 900X50X2.0MM,10.0,NOS,72.0,720.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of hot-dip galvanized (HDG) material, which is common for cable trays."
72,750 MM OUTSIDE RISER,10.0,NOS,riser,width:750mm,null,,TRAY 90 DEG OUTSIDE RISER 750X50X2.0MM,10.0,NOS,61.0,610.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of hot-dip galvanized (HDG) material, which is common for cable trays."
73,600 MM OUTSIDE RISER,10.0,NOS,riser,width:600mm,null,,TRAY 90 DEG OUTSIDE RISER 600X50X2.0MM,10.0,NOS,51.0,510.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Tray 90 Degree Outside Riser","This item is a 90-degree outside riser cable tray, typically used in cable management systems to change the direction of cable runs vertically. It has specific dimensions and is likely made of hot-dip galvanized (HDG) steel for corrosion resistance."
74,450 MM OUTSIDE RISER,10.0,NOS,riser,width:450mm,null,,TRAY 90 DEG OUTSIDE RISER 450X50X2.0MM,10.0,NOS,41.0,410.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of hot-dip galvanized (HDG) material, which is common for cable trays."
75,300 MM OUTSIDE RISER,10.0,NOS,riser,width:300mm,null,,TRAY 90 DEG OUTSIDE RISER 300X50X1.5MM,10.0,NOS,24.0,240.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of galvanized iron (GI) material, which is common for cable trays."
76,225 MM OUTSIDE RISER,10.0,NOS,riser,width:225mm,null,,TRAY 90 DEG OUTSIDE RISER 225X50X1.5MM,10.0,NOS,20.0,200.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend",This item is a 90-degree outside riser bend for a cable tray system. It's a specialized accessory used to change the direction of the cable tray vertically while maintaining proper cable support and protection.
77,200 MM OUTSIDE RISER,10.0,NOS,riser,width:200mm,null,,TRAY 90 DEG OUTSIDE RISER 200X50X1.5MM,10.0,NOS,18.0,180.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend",This item is a 90-degree outside riser bend for a cable tray system. It's a specialized accessory used to change the direction of the cable tray vertically while maintaining proper cable support and protection.
78,150 MM OUTSIDE RISER,10.0,NOS,riser,width:150mm,null,,TRAY 90 DEG OUTSIDE RISER 150X50X1.5MM,10.0,NOS,16.0,160.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of galvanized iron (GI) material, which is common for cable trays."
79,100 MM OUTSIDE RISER,10.0,NOS,riser,width:100mm,null,,TRAY 90 DEG OUTSIDE RISER 100X50X1.5MM,10.0,NOS,13.0,130.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions and is likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
80,75 MM OUTSIDE RISER,10.0,NOS,riser,width:75mm,null,,TRAY 90 DEG OUTSIDE RISER 75X50X1.5MM,10.0,NOS,12.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has specific dimensions of 75mm width, 50mm height, and 1.5mm thickness. The material is likely galvanized iron (GI) based on common industry standards for cable trays."
81,50 MM OUTSIDE RISER,10.0,NOS,riser,width:50mm,null,,TRAY 90 DEG OUTSIDE RISER 50X50X1.5MM,10.0,NOS,10.0,100.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=bend","This item is a 90-degree outside riser bend for a cable tray system. It has dimensions of 50mm width, 50mm height, and 1.5mm thickness. The material is likely galvanized iron (GI), which is common for cable trays."
82,900 MM ADDON BRANCH,20.0,NOS,tee,width:900mm,HDG,,TRAY ADDON BRANCH 900X50X2.0MM,20.0,NOS,114.0,2280.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Tray Addon Branch","This item is a tray addon branch, which is a component of a cable tray system. It's used to create branches or offshoots from the main cable tray. The dimensions and material suggest it's a heavy-duty galvanized (HDG) steel component for industrial or commercial use."
83,750 MM ADDON BRANCH,20.0,NOS,tee,width:750mm,HDG,,TRAY ADDON BRANCH 750X50X2.0MM,20.0,NOS,98.0,1960.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Tray Addon Branch","This item is a tray addon branch, which is a component used in cable tray systems. It's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays due to its corrosion resistance. The dimensions indicate it's 750mm wide, 50mm high, and 2.0mm thick."
84,600 MM ADDON BRANCH,20.0,NOS,tee,width:600mm,HDG,,TRAY ADDON BRANCH 600X50X2.0MM,20.0,NOS,81.0,1620.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Tray Addon Branch","This item is a tray addon branch, which is likely a component of a cable tray system. It has specific dimensions and is typically made of HDG (Hot-Dip Galvanized) material for corrosion resistance."
85,450 MM ADDON BRANCH,20.0,NOS,Branch,width:450mm,null,,TRAY ADDON BRANCH 450X50X2.0MM,20.0,NOS,65.0,1300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Tray Addon Branch","This item is a tray addon branch, which is a component used in cable tray systems. It's likely made of galvanized iron (GI) based on common industry standards, although the material is not explicitly stated. The dimensions are clearly specified as 450mm width, 50mm height, and 2.0mm thickness. It's sold in individual units (NOS) with a quantity of 20 pieces."
86,300 MM ADDON BRANCH,20.0,NOS,Branch,width:300mm,null,,TRAY ADDON BRANCH 300X50X1.5MM,20.0,NOS,37.0,740.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Tray Addon Branch",This item is an addon branch for a cable tray system. It's a component used to create branches or T-junctions in cable tray installations. The dimensions suggest it's designed to fit with a 300mm wide by 50mm high cable tray system.
87,225 MM ADDON BRANCH,20.0,NOS,Addon Branch,width:225mm,null,,TRAY ADDON BRANCH 225X50X1.5MM,20.0,NOS,31.0,620.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Addon Branch, Vendor=Tray Addon Branch","This item is a tray addon branch, which is an accessory for a cable tray system. It's used to create branches or offshoots from the main cable tray run."
88,150 MM ADDON BRANCH,20.0,NOS,Branch,width:150mm,null,,TRAY ADDON BRANCH 150X50X1.5MM,20.0,NOS,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=Tray Addon Branch","This item is a tray addon branch, which is an accessory for cable tray systems. It's used to create branches or offshoots from the main cable tray run."
89,100 MM ADDON BRANCH,20.0,NOS,tee,width:100mm,null,,TRAY ADDON BRANCH 100X50X1.5MM,20.0,NOS,20.0,400.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Tray Addon Branch","This item is a tray addon branch, which is an accessory for a cable tray system. It's used to create branches or offshoots from the main cable tray run. The dimensions and material suggest it's a galvanized iron (GI) component designed for light to medium-duty applications."
90,900X50 MM FISH PLATE,50.0,NOS,Fish Plate,"width:900mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
91,750X50 MM FISH PLATE,50.0,NOS,Fish plate,"length:750mm, width:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
92,600X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:600mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
93,450X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:450mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
94,300X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:300mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
95,225X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:225mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
96,150X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:150mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
97,100X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:100mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
98,CABLE TRAY FLANGE,100.0,NOS,Cable Tray Flange,,HDG,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
99,CABLE TRAY END CAP,100.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
100,CABLE TRAY COUPLER,10000.0,NOS,accessory,,null,,TRAY FISH PLATE 225MM,50.0,NOS,4.0,200.0,,,0.80,✓ GOOD,"Qty variance: BOQ=10000.0, Vendor=50.0","This item is a fish plate, which is an accessory used to connect cable trays. It has a width of 225mm and is sold in individual units (NOS)."
101,CABLE TRAY COUPLER WRAP OVER,1000.0,NOS,Cable Tray Accessory,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
102,CABLE TRAY EARTH STRIP,20000.0,NOS,Cable tray earth strip,,GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
103,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,NOS,expansion coupler,height:50mm,null,,TRAY DIVIDER 50MM,100.0,NOS,26.0,2600.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=expansion coupler, Vendor=accessory","This item is a tray divider, which is an accessory used in cable tray systems to separate different types of cables or create compartments within a cable tray. It has a height of 50mm."
1,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr,cable trunking,"width:150mm, height:150mm, thickness:1.5mm, length:3m",GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
2,100X100 MM CABLE TRUNKING 1.2MM THICKNESS,100.0,Mtr,cable trunking,"width:100mm, height:100mm, thickness:1.2mm, length:3m",null,,PREGALVANIZED CABLE TRUNKING,,,,,,,0.75,✓ GOOD,None,"This item is a pregalvanized cable trunking, which is a type of cable management system used to route and protect cables in electrical installations. It's made of galvanized material for corrosion resistance."
3,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr,cable trunking,"width:75mm, height:75mm, thickness:1.0mm, length:3m",null,,PREGALVANIZED CABLE TRUNKING,,,,,,,0.75,✓ GOOD,None,"This item is a pregalvanized cable trunking, which is a type of cable management system used to route and protect cables in electrical installations. It's made of galvanized material for corrosion resistance."
4,50X50 MM CABLE TRUNKING 1.0MM THICKNESS,50.0,Mtr,cable trunking,"width:50mm, height:50mm, thickness:1.0mm, length:3m",null,,PREGALVANIZED CABLE TRUNKING,,,,,,,0.75,✓ GOOD,None,"This item is a pregalvanized cable trunking, which is a type of cable management system used to route and protect cables in electrical installations. It's made of galvanized material for corrosion resistance."
5,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,TRUNKING 150X150X1.5MMX3MTR,50.0,LTH,85.0,4250.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; UOM mismatch: BOQ=NOS, Vendor=LTH; Type mismatch: BOQ=tee, Vendor=cable tray",This item is a cable trunking or cable tray with dimensions 150x150x1.5mm and a length of 3 meters. It's likely made of galvanized iron (GI) based on common materials used for such products.
6,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:100mm, height:100mm",null,,TRUNKING 100X100X1.2MMX3MTR,100.0,LTH,47.0,4700.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=100.0; UOM mismatch: BOQ=NOS, Vendor=LTH; Type mismatch: BOQ=Equal Tee, Vendor=trunking","This item is a galvanized iron (GI) cable trunking, which is a type of cable management system used in electrical installations. It has square dimensions of 100mm x 100mm, with a thickness of 1.2mm and a length of 3 meters per piece."
7,75X75 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm",null,,TRUNKING 75X75X1.0MMX3MTR,20.0,LTH,30.0,600.0,,,0.65,✓ GOOD,"UOM mismatch: BOQ=NOS, Vendor=LTH; Type mismatch: BOQ=tee, Vendor=cable tray","This item is a cable trunking or cable tray with square dimensions of 75mm x 75mm, 1.0mm thickness, and 3 meters in length. It's likely made of galvanized iron (GI) material."
8,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:50mm, height:50mm",null,,TRUNKING 50X50X1.0MMX3MTR,50.0,LTH,22.0,1100.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; UOM mismatch: BOQ=NOS, Vendor=LTH; Type mismatch: BOQ=Equal Tee, Vendor=trunking","This item is a galvanized iron (GI) trunking, which is a type of cable management system used in electrical installations. It has a square cross-section of 50mm x 50mm, with a thickness of 1.0mm and comes in 3-meter lengths."
9,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:150mm, height:150mm",null,,TRUNKING TEE 150X150X1.5MM-TOP COVER,20.0,NOS,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction for cable trays. It has dimensions of 150mm x 150mm with a thickness of 1.5mm and includes a top cover. The material is likely galvanized iron (GI) based on common industry standards for such products."
10,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:100mm, height:100mm",null,,TRUNKING TEE 100X100X1.2MM-TOP COVER,20.0,NOS,8.0,160.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction piece for a cable tray system. It has dimensions of 100mm x 100mm with a thickness of 1.2mm and includes a top cover. Trunking tees are used to create branching points in cable management systems."
11,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,Equal Tee with Top Lid,"width:75mm, height:75mm",null,,TRUNKING TEE 75X75X1.0MM-TOP COVER,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee with Top Lid, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction for cable trays. It has dimensions of 75mm x 75mm with a thickness of 1.0mm and includes a top cover. The material is likely galvanized iron (GI), which is common for cable tray systems."
12,50X50 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:50mm, height:50mm",null,,TRUNKING TEE 50X50X1.0MM-TOP COVER,20.0,NOS,4.0,80.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction component used in cable management systems. It has dimensions of 50mm x 50mm with a thickness of 1.0mm and includes a top cover. The material is likely galvanized iron (GI), which is common for such components."
13,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,TRUNKING TEE 150X150X1.5MM-TOP COVER,20.0,NOS,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction for cable trays. It has dimensions of 150mm x 150mm with a thickness of 1.5mm and includes a top cover. It's likely made of galvanized iron (GI) for corrosion resistance, which is common in electrical installations."
14,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,TRUNKING TEE 100X100X1.2MM-TOP COVER,20.0,NOS,8.0,160.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction for cable trays. It has dimensions of 100mm x 100mm with a thickness of 1.2mm and includes a top cover. The material is likely galvanized iron (GI) based on common industry standards for such products."
15,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,TRUNKING TEE 75X75X1.0MM-TOP COVER,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction for cable trays. It has dimensions of 75mm x 75mm with a thickness of 1.0mm and includes a top cover. The material is likely galvanized iron (GI), which is common for cable tray systems."
16,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,TRUNKING TEE 50X50X1.0MM-TOP COVER,20.0,NOS,4.0,80.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Tee","This item is a trunking tee, which is a T-shaped junction component used in cable management systems. It has dimensions of 50mm x 50mm with a thickness of 1.0mm and includes a top cover. Trunking tees are typically used to create branching points in cable tray systems."
17,150X150 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,TRUNKING 45 DEG BEND 150X150X1.5MM-TOP COVER I,20.0,NOS,11.0,220.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Bend","This item is a 45-degree bend for a cable trunking system, with dimensions 150mm x 150mm and 1.5mm thickness, including a top cover. It's likely made of galvanized iron (GI) which is common for such products."
18,100X100 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,TRUNKING 45 DEG BEND 100X100X1.2MM-TOP COVER I I,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Bend","This item is a 45-degree bend for a trunking system, with dimensions 100x100x1.2mm, including a top cover. It's likely made of galvanized iron (GI) based on common industry standards for trunking systems."
19,75X75 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,TRUNKING 45 DEG BEND 75X75X1.0MM-TOP COVER I,20.0,NOS,4.0,80.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Trunking Bend","This item is a 45-degree bend for a trunking system, with dimensions 75x75mm and 1.0mm thickness, including a top cover. It's likely made of galvanized iron (GI) based on common industry standards for trunking systems."
20,50X50 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,TRUNKING 45 DEG BEND 50X50X1.0MM-TOP COVER I,20.0,NOS,3.0,60.0,,,1.00,✅ EXCELLENT,None,This item is a 45-degree bend for a cable trunking system. It has dimensions of 50mm x 50mm with a thickness of 1.0mm and includes a top cover. The material is likely galvanized iron (GI) based on common industry standards for such products.
21,150X150MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm to 100mm, height:150mm to 100mm",null,,TRUNKING 90 DEG BEND 150X150X1.5MM-TOP COVER I 1 - 1,20.0,NOS,11.0,220.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Trunking Bend","This item is a 90-degree bend for a trunking system, with dimensions 150x150mm and 1.5mm thickness, including a top cover. It's likely made of galvanized iron (GI) based on common industry standards for trunking systems."
22,150X100MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm, height:100mm",null,,TRUNKING 90 DEG BEND 150X150X1.5MM-TOP COVER I 1 - 1,20.0,NOS,11.0,220.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Trunking Bend","This item is a 90-degree bend for a trunking system, with dimensions 150x150mm and 1.5mm thickness, including a top cover. It's likely made of galvanized iron (GI) based on common industry standards for trunking systems."
23,100X100MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,TRUNKING 90 DEG BEND 100X100X1.2MM-TOP COVER I - 1,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Bend","This item is a 90-degree bend for a cable trunking system. It has dimensions of 100mm x 100mm with a thickness of 1.2mm and includes a top cover. The material is likely galvanized iron (GI), which is common for cable trays and trunking systems."
24,75X75MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:75mm, height:75mm",null,,TRUNKING 90 DEG BEND 75X75X1.0MM-TOP COVER I 1 I 1,20.0,NOS,4.0,80.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Trunking 90 Degree Bend","This item is a 90-degree bend for a trunking system, used in cable management and electrical installations. It has dimensions of 75mm x 75mm with a thickness of 1.0mm and includes a top cover. The material is likely galvanized iron (GI), which is common for such components."
25,100X100MM TO 75X75 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,TRUNKING 90 DEG BEND 100X100X1.2MM-TOP COVER I - 1,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Bend","This item is a 90-degree bend for a cable trunking system. It has dimensions of 100mm x 100mm with a thickness of 1.2mm and includes a top cover. The material is likely galvanized iron (GI), which is common for cable trays and trunking systems."
26,150X150X100 UNEQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
27,100X100X50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:50mm",HDG,,TRUNKING REDUCER (100X100-50X50)X1.2MM,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Reducer","This item is a trunking reducer, which is used to transition between different sizes of cable trunking. It reduces from 100x100mm to 50x50mm and is made of galvanized steel with a thickness of 1.2mm. The quantity, unit price, and total price are clearly specified in the quotation line."
28,75X75X50 UNEQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm, length:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
29,100x50x50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:50mm, length:50mm",null,,TRUNKING REDUCER (150-100)X100X1.5MM,20.0,NOS,11.0,220.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Reducer","This item is a trunking reducer, which is used in cable management systems to transition between different sizes of cable trays or trunking. It reduces from 150mm to 100mm in one dimension, while maintaining 100mm in another dimension. The thickness of 1.5mm suggests it's made of galvanized iron (GI) for corrosion resistance."
30,100X100X75 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:75mm",HDG,,TRUNKING REDUCER (100X100-75X75)X1.2MM,20.0,NOS,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Reducer","This item is a trunking reducer, which is used to transition between different sizes of cable trunking. It reduces from 100x100mm to 75x75mm and is made of 1.2mm thick galvanized iron (GI) material. Trunking is used for organizing and protecting cables in electrical installations."
31,150X150X100X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,"TRUNKING UNEQUAL TEE (W1=150X150 ,W2=100X100,W3=150X150)X1.5MM-TOP COVER",20.0,NOS,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Unequal Tee",This item is a trunking unequal tee with a top cover. It has three sections with different dimensions and a specified thickness. It's used in cable management systems to create T-shaped junctions with varying widths.
32,150X150X150X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:150mm",null,,"TRUNKING UNEQUAL TEE (W1=150X150 ,W2=100X100,W3=150X150)X1.5MM-TOP COVER",20.0,NOS,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Trunking Unequal Tee",This item is a trunking unequal tee with a top cover. It has three sections with different dimensions and a specified thickness. It's used in cable management systems to create T-shaped junctions with varying widths.
33,50MM TRUNKING COUPLER,20.0,NOS,accessory,width:50mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
34,75MM TRUNKING COUPLER,1500.0,NOS,Trunking Coupler,width:75mm,null,,"TRUNKING UNEQUAL TEE (W1=75X75,W2=50X50,W3=75X75)X1.0MM-TOP COVER W1 W2 W3",20.0,NOS,6.0,120.0,,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=Trunking Coupler, Vendor=Trunking Unequal Tee","This item is a trunking unequal tee, which is a component used in cable management systems. It has three different widths (W1, W2, W3) and includes a top cover. The material is likely galvanized iron (GI) based on common industry standards for such products."
35,100MM TRUNKING COUPLER,1500.0,NOS,coupler,width:100mm,null,,"TRUNKING UNEQUAL TEE (W1=100X100 ,W2=50X50,W3=100X100)X1.2MM-TOP COVER W1 W3 W2",20.0,NOS,8.0,160.0,,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=coupler, Vendor=Trunking Unequal Tee","This item is a trunking unequal tee, which is a type of cable management system. It has three sections with different dimensions, includes a top cover, and is likely made of galvanized iron (GI) based on common industry standards for such products."
36,150MM TRUNKING COUPLER,1500.0,NOS,accessory,width:150mm,null,,"TRUNKING UNEQUAL CROSS (W1=150X150,W2=100X100,W3=150X150,W4=100X100)X 1.5MM W2 W3 I W1 W4",20.0,NOS,16.0,320.0,,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=accessory, Vendor=Trunking Unequal Cross","This item is a trunking unequal cross, which is a type of cable management system component. It has four sides with different dimensions, forming a cross shape. The material is likely galvanized iron (GI) based on common industry standards, though it's not explicitly stated."
37,150X150 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:150mm, height:150mm",null,,"TRUNKING UNEQUAL CROSS (W1=150X150,W2=100X100,W3=150X150,W4=100X100)X 1.5MM W2 W3 I W1 W4",20.0,NOS,16.0,320.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Trunking Unequal Cross","This item is a trunking unequal cross, which is a type of cable management system component. It has four sides with different dimensions, forming a cross shape. The material is likely galvanized iron (GI) based on common industry standards, though it's not explicitly stated."
38,100X100 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:100mm, height:100mm",null,,"TRUNKING UNEQUAL TEE (W1=100X100 ,W2=75X75,W3=100X100)X1.2MM-TOP COVER W1 W2 W3",20.0,NOS,8.0,160.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Trunking Unequal Tee","This item is a trunking unequal tee, which is a type of cable management system. It has three different widths (W1, W2, W3) and includes a top cover. The material is likely galvanized iron (GI) based on common industry standards for trunking systems, though it's not explicitly stated in the description."
