BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
85,450 MM ADDON BRANCH,20.0,NOS,Branch,width:450mm,null,,450 MM ADDON BRANCH,20.0,Nos,57.0,1140.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=branch","This item is an addon branch for a cable tray system, likely used to create additional pathways or connections in the cable management setup. The width of 450mm suggests it's for a medium to large-sized cable tray system."
86,300 MM ADDON BRANCH,20.0,NOS,Branch,width:300mm,null,,300 MM ADDON BRANCH,20.0,Nos,29.0,580.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=branch","This item is an addon branch for a cable tray system, with a width of 300mm. It's likely used to create additional pathways or connections in a cable management system."
87,225 MM ADDON BRANCH,20.0,NOS,Addon Branch,width:225mm,null,,225 MM ADDON BRANCH,20.0,Nos,23.0,460.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Addon Branch, Vendor=addon branch","This item is an addon branch for a cable tray system, with a width of 225mm. It's likely used to create additional pathways or connections in a cable management system."
88,150 MM ADDON BRANCH,20.0,NOS,Branch,width:150mm,null,,150 MM ADDON BRANCH,20.0,Nos,18.0,360.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Branch, Vendor=addon branch","This item is an addon branch for a cable tray system, with a width of 150mm. It's likely used to create additional pathways or connections in a cable management system."
89,100 MM ADDON BRANCH,20.0,NOS,tee,width:100mm,null,,100 MM ADDON BRANCH,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Addon Branch","This item is an addon branch for a cable tray system, likely used to create additional pathways or connections from the main tray. It has a width of 100mm and is sold in individual units."
90,900X50 MM FISH PLATE,50.0,NOS,Fish Plate,"width:900mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
91,750X50 MM FISH PLATE,50.0,NOS,Fish plate,"length:750mm, width:50mm",null,,750X50 MM FISH PLATE,50.0,Nos,10.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Fish plate, Vendor=accessory","This item is a fish plate, which is an accessory used in cable tray systems to join sections of cable trays. The dimensions indicate it's 750mm long and 50mm wide, likely used for larger cable tray systems."
92,600X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:600mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
93,450X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:450mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
94,300X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:300mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
95,225X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:225mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
96,150X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:150mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
97,100X50 MM FISH PLATE,50.0,NOS,Fish plate,"width:100mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
98,CABLE TRAY FLANGE,100.0,NOS,Cable Tray Flange,,HDG,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
99,CABLE TRAY END CAP,100.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
100,CABLE TRAY COUPLER,10000.0,NOS,accessory,,null,,CABLE TRAY COUPLER,10000.0,Nos,2.0,20000.0,,,1.00,✅ EXCELLENT,None,"This item is a cable tray coupler, which is an accessory used to join sections of cable trays together. It's a crucial component in cable management systems."
101,CABLE TRAY COUPLER WRAP OVER,1000.0,NOS,Cable Tray Accessory,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
102,CABLE TRAY EARTH STRIP,20000.0,NOS,Cable tray earth strip,,GI,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
103,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,NOS,expansion coupler,height:50mm,null,,CABLE TRAY EXPANSION COUPLER 50MM HEIGHT,100.0,Nos,3.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=expansion coupler, Vendor=cable tray expansion coupler","This item is a cable tray expansion coupler, which is used to join sections of cable tray while allowing for thermal expansion and contraction. It has a height of 50mm, which is a key specification for matching with compatible cable tray systems."
1,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr,cable trunking,"width:150mm, height:150mm, thickness:1.5mm, length:3m",GI,,CABLE TRUNKING & ACCESSORIES PRE GALVANIZED,,,,,,,0.75,✓ GOOD,None,"This item is described as ""CABLE TRUNKING & ACCESSORIES PRE GALVANIZED"". It's a cable management system that includes both the trunking (a type of enclosed cable tray) and related accessories. The material is pre-galvanized, which typically refers to galvanized iron (GI)."
2,100X100 MM CABLE TRUNKING 1.2MM THICKNESS,100.0,Mtr,cable trunking,"width:100mm, height:100mm, thickness:1.2mm, length:3m",null,,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr/Lth,102.0,5100.0,,,0.80,✓ GOOD,"Qty variance: BOQ=100.0, Vendor=50.0",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 150mm x 150mm and a thickness of 1.5mm.
3,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr,cable trunking,"width:75mm, height:75mm, thickness:1.0mm, length:3m",null,,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr/Lth,102.0,5100.0,,,0.80,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 150mm x 150mm and a thickness of 1.5mm.
4,50X50 MM CABLE TRUNKING 1.0MM THICKNESS,50.0,Mtr,cable trunking,"width:50mm, height:50mm, thickness:1.0mm, length:3m",null,,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr/Lth,34.0,680.0,,,0.80,✓ GOOD,"Qty variance: BOQ=50.0, Vendor=20.0",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 75mm x 75mm with a thickness of 1.0mm.
5,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING 1.5MM THICKNESS,50.0,Mtr/Lth,102.0,5100.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; UOM mismatch: BOQ=NOS, Vendor=Mtr/Lth; Type mismatch: BOQ=tee, Vendor=cable trunking",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 150mm x 150mm and a thickness of 1.5mm.
6,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING 1.2MM THICKNESS,100.0,Mtr/Lth,60.0,6000.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=100.0; UOM mismatch: BOQ=NOS, Vendor=Mtr/Lth; Type mismatch: BOQ=Equal Tee, Vendor=cable trunking",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has square dimensions of 100mm x 100mm with a thickness of 1.2mm.
7,75X75 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING 1.0MM THICKNESS,20.0,Mtr/Lth,34.0,680.0,,,0.65,✓ GOOD,"UOM mismatch: BOQ=NOS, Vendor=Mtr/Lth; Type mismatch: BOQ=tee, Vendor=cable trunking",This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 75mm x 75mm with a thickness of 1.0mm.
8,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,NOS,Equal Tee,"width:50mm, height:50mm",null,,50X50 MM CABLE TRUNKING 1.0MM THICKNESS,50.0,Mtr/Lth,24.0,1200.0,,,0.50,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=50.0; UOM mismatch: BOQ=NOS, Vendor=Mtr/Lth; Type mismatch: BOQ=Equal Tee, Vendor=cable trunking","This item is a cable trunking system used for organizing and protecting cables in electrical installations. It has a square cross-section of 50mm x 50mm and is made of 1.0mm thick material. The trunking is sold by length, with a total of 50 meters quoted."
9,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING EQUAL TEE,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Equal Tee","This item is a 150x150 mm cable trunking equal tee, which is a T-shaped connector used in cable management systems to join three sections of cable trunking at right angles."
10,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING EQUAL TEE,20.0,Nos,15.0,300.0,,,1.00,✅ EXCELLENT,None,This item is a cable trunking equal tee with dimensions of 100x100mm. It's used for creating T-junctions in cable trunking systems.
11,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,Equal Tee with Top Lid,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING EQUAL TEE,20.0,Nos,8.5,170.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Equal Tee with Top Lid, Vendor=tee","This item is a 75x75 mm cable trunking equal tee, which is a T-shaped connector used in cable management systems to join three sections of cable trunking at right angles."
12,50X50 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,NOS,tee,"width:50mm, height:50mm",null,,50X50 MM CABLE TRUNKING EQUAL TEE,20.0,Nos,6.0,120.0,,,1.00,✅ EXCELLENT,None,"This item is a 50x50 mm cable trunking equal tee, which is a T-shaped connector used in cable management systems to join three sections of cable trunking at right angles."
13,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Cable Trunking Equal Tee","This item is a cable trunking equal tee junction with a top lid. It's used in cable management systems to create a T-shaped intersection for cables, allowing for branching in different directions. The dimensions indicate it's suitable for substantial cable runs."
14,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Cable trunking equal tee",This item is a cable trunking equal tee with a top lid. It's an accessory used in cable management systems to create a T-junction in the trunking system. The dimensions indicate it's for a 100x100mm trunking system.
15,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,Nos,8.5,170.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=tee","This item is a cable trunking equal tee with a top lid, used for cable management systems. It has dimensions of 75x75 mm and is likely used to create T-shaped junctions in cable trunking installations."
16,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,50X50 MM CABLE TRUNKING EQUAL TEE TOP LID,20.0,Nos,6.0,120.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Cable trunking equal tee","This item is a cable trunking accessory, specifically an equal tee with a top lid. It is used for branching cable trunking systems in three directions at right angles. The dimensions indicate it's for a 50x50mm trunking system."
17,150X150 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,150X150 MM CABLE TRUNKING 45 DEGREE BEND,20.0,Nos,25.0,500.0,,,1.00,✅ EXCELLENT,None,This item is a 45-degree bend for a cable trunking system with dimensions of 150x150mm. It's used in cable management systems to change the direction of cable runs at a 45-degree angle.
18,100X100 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING 45 DEGREE BEND,20.0,Nos,15.0,300.0,,,1.00,✅ EXCELLENT,None,This item is a 45-degree bend for a 100x100mm cable trunking system. It's used to change the direction of cable trays or trunking at a 45-degree angle.
19,75X75 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING 45 DEGREE BEND,20.0,Nos,8.5,170.0,,,1.00,✅ EXCELLENT,None,This item is a 45-degree bend for a 75x75 mm cable trunking system. It's used in cable management systems to change the direction of cable runs at a 45-degree angle.
20,50X50 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,50X50 MM CABLE TRUNKING 45 DEGREE BEND,20.0,Nos,6.0,120.0,,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a 50x50 mm cable trunking system. It's used to change the direction of cable trays or trunking at a 45-degree angle, maintaining a 50x50 mm cross-section."
21,150X150MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm to 100mm, height:150mm to 100mm",null,,150X150 MM CABLE TRUNKING 90 DEGREE BEND,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=bend",This item is a 90-degree bend for a cable trunking system with dimensions of 150mm x 150mm. It's used in cable management systems to change the direction of cable runs at right angles.
22,150X100MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm, height:100mm",null,,150X150MM TO 100X100 MM REDUCER,20.0,Nos,25.0,500.0,,,1.00,✅ EXCELLENT,None,"This item is a reducer for cable trays, transitioning from a 150x150mm size to a 100x100mm size. It's an accessory used to connect different sizes of cable trays."
23,100X100MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,100X100 MM CABLE TRUNKING 90 DEGREE BEND,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=bend",This item is a 90-degree bend for a cable trunking system with dimensions of 100x100 mm. It's used in cable management systems to change the direction of cable runs at right angles.
24,75X75MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:75mm, height:75mm",null,,75X75 MM CABLE TRUNKING 90 DEGREE BEND,20.0,Nos,8.5,170.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=bend",This item is a 90-degree bend for a cable trunking system with dimensions of 75x75 mm. It's used in cable management systems to change the direction of cable runs at right angles.
25,100X100MM TO 75X75 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,100X100MM TO 50X50 MM REDUCER,20.0,Nos,15.0,300.0,,,1.00,✅ EXCELLENT,None,"This item is a reducer for cable trays, transitioning from a 100x100mm size to a 50x50mm size. It's used to connect different sizes of cable trays in a cable management system."
26,150X150X100 UNEQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:100mm",null,,150X150MM TO 100X100 MM REDUCER,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=reducer","This item is a reducer for cable trays, transitioning from a 150x150mm size to a 100x100mm size. It's an accessory used to connect different sizes of cable trays."
27,100X100X50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:50mm",HDG,,100X100MM TO 50X50 MM REDUCER,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=reducer","This item is a reducer for cable trays, transitioning from a 100x100mm size to a 50x50mm size. It's used to connect different sizes of cable trays in a cable management system."
28,75X75X50 UNEQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm, length:50mm",null,,75X75MM TO 50X50 MM REDUCER,20.0,Nos,8.5,170.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=reducer","This item is a reducer for cable trays, transitioning from a 75x75mm size to a 50x50mm size. It's an accessory used to connect different sizes of cable trays."
29,100x50x50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:50mm, length:50mm",null,,100X100X50 UNEQUAL TEE,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Unequal Tee","This item is an unequal tee joint for a cable tray system. It has dimensions of 100mm x 100mm x 50mm, which suggests it's used to connect cable trays of different sizes or to create a branching point in the cable management system."
30,100X100X75 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:75mm",HDG,,100X100X50 UNEQUAL TEE,20.0,Nos,15.0,300.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Unequal Tee","This item is an unequal tee joint for a cable tray system. It has dimensions of 100mm x 100mm x 50mm, which suggests it's used to connect cable trays of different sizes or to create a branching point in the cable management system."
31,150X150X100X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,150X150X100 UNEQUAL TEE,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Unequal Tee","This item is an unequal tee joint for a cable tray system, with dimensions 150mm x 150mm x 100mm. It's used to create T-shaped intersections in cable tray installations where the branching section has a different size from the main run."
32,150X150X150X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:150mm",null,,150X150X100X100 SQUARE TEE,20.0,Nos,25.0,500.0,,,1.00,✅ EXCELLENT,None,"This item is a square tee joint for a cable tray system. It has dimensions of 150x150x100x100, which likely represents the main body dimensions (150x150) and the branch dimensions (100x100)."
33,50MM TRUNKING COUPLER,20.0,NOS,accessory,width:50mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
34,75MM TRUNKING COUPLER,1500.0,NOS,Trunking Coupler,width:75mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
35,100MM TRUNKING COUPLER,1500.0,NOS,coupler,width:100mm,null,,100X100X75 UNEQUAL TEE,20.0,Nos,15.0,300.0,,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=coupler, Vendor=Unequal Tee","This item is an unequal tee joint for a cable tray system, with dimensions 100x100x75mm. It's likely used to connect cable trays at T-junctions where the branching tray has a different height."
36,150MM TRUNKING COUPLER,1500.0,NOS,accessory,width:150mm,null,,150X150X100X100 SQUARE TEE,20.0,Nos,25.0,500.0,,,0.60,✓ GOOD,"Qty variance: BOQ=1500.0, Vendor=20.0; Type mismatch: BOQ=accessory, Vendor=tee","This item is a square tee joint for a cable tray system. It has dimensions of 150x150x100x100, which likely represents the main body dimensions (150x150) and the branch dimensions (100x100)."
37,150X150 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:150mm, height:150mm",null,,150X150X150X100 SQUARE TEE,20.0,Nos,25.0,500.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Square Tee","This item is a Square Tee fitting for a cable tray system. It has dimensions of 150x150x150mm with an additional 100mm dimension, likely for the branch. It's used to create T-shaped junctions in cable tray installations."
38,100X100 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:100mm, height:100mm",null,,100MM TRUNKING COUPLER,1500.0,Nos,1.75,2625.0,,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=1500.0; Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Trunking Coupler","This item is a 100mm trunking coupler, which is used to join sections of cable trunking or ducting. It's an essential component in cable management systems."
39,75X75 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:75mm, height:75mm",null,,75MM TRUNKING COUPLER,1500.0,Nos,1.5,2250.0,,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=1500.0; Type mismatch: BOQ=cable trunking expansion coupler, Vendor=accessory","This item is a 75mm trunking coupler, which is an accessory used to join sections of cable trunking. The width dimension of 75mm is extracted from the description."
40,50X50 MM CABLE TRUNKING EXPANSION COUPLER,100.0,NOS,cable trunking expansion coupler,"width:50mm, height:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
41,CABLE TRUNKING END CAP,500.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
42,CABLE TRUNKING EARTH STRIP,5000.0,NOS,Earth Strip,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
